website_url,platform,industry,tags,platforms,industries,colors,tag_confidence,enrichment_signals,last_enriched_at
https://signscorner.com/,"WordPress, Magento",Unknown,signscorner,"[""WordPress"", ""Magento""]",[],"{""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}","{""signscorner"": 1.0}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {}, ""colors"": {""primary"": ""#eceff3"", ""secondary"": ""#f9fafb""}}",2026-02-04T15:28:49Z
https://foodcy.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:28:52Z
https://kingsh.uk/,"WordPress, Magento","Agency, Finance, Media","financial, services, systems, which, organization, specializes, providing, offer, debt, assistance","[""WordPress"", ""Magento""]","[""Agency"", ""Finance"", ""Media"", ""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#555555""}","{""financial"": 1.0, ""services"": 1.0, ""systems"": 1.0, ""which"": 0.8, ""organization"": 0.6, ""specializes"": 0.6, ""providing"": 0.6, ""offer"": 0.6, ""debt"": 0.6, ""assistance"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Agency"": 1.0, ""Finance"": 0.5714285714285714, ""Media"": 0.2857142857142857, ""Technology"": 0.2857142857142857}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#555555""}}",2026-02-04T15:28:55Z
https://morontasolutions.com/,"WordPress, Magento","Technology, Agency, SaaS","dolor, lorem, ipsum, amet, provide, consectetuer, etiam, metus, arcu, ultrices","[""WordPress"", ""Magento""]","[""Technology"", ""Agency"", ""SaaS""]","{""primary"": ""#000000"", ""secondary"": ""#abb8c3""}","{""dolor"": 1.0, ""lorem"": 0.76, ""ipsum"": 0.76, ""amet"": 0.76, ""provide"": 0.52, ""consectetuer"": 0.52, ""etiam"": 0.52, ""metus"": 0.52, ""arcu"": 0.52, ""ultrices"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Technology"": 1.0, ""Agency"": 0.5, ""SaaS"": 0.2222222222222222}, ""colors"": {""primary"": ""#000000"", ""secondary"": ""#abb8c3""}}",2026-02-04T15:28:58Z
https://sicherheitsnachweis-elektroinstallationen.ch/,"WordPress, Magento",Technology,"electro, gmbh, elektrokontrollen, sicherheitsnachweise, unserer, wenn, sich, verlassen, unsere, ihre","[""WordPress"", ""Magento""]","[""Technology""]","{""primary"": ""#555d66"", ""secondary"": ""#40464d""}","{""electro"": 1.0, ""gmbh"": 0.8, ""elektrokontrollen"": 0.6, ""sicherheitsnachweise"": 0.6, ""unserer"": 0.6, ""wenn"": 0.6, ""sich"": 0.6, ""verlassen"": 0.6, ""unsere"": 0.6, ""ihre"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Technology"": 1.0}, ""colors"": {""primary"": ""#555d66"", ""secondary"": ""#40464d""}}",2026-02-04T15:29:02Z
https://tandabiotech.com/,"WordPress, Magento","E-commerce, Agency, Healthcare","filtration, sustainable, bioeconomy, technologies, future, tanda, mission, cost, friendly, large","[""WordPress"", ""Magento""]","[""E-commerce"", ""Agency"", ""Healthcare""]","{""primary"": ""#eeeeee"", ""secondary"": ""#555555""}","{""filtration"": 1.0, ""sustainable"": 0.82, ""bioeconomy"": 0.73, ""technologies"": 0.73, ""future"": 0.73, ""tanda"": 0.56, ""mission"": 0.56, ""cost"": 0.56, ""friendly"": 0.56, ""large"": 0.56}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""E-commerce"": 1.0, ""Agency"": 0.42857142857142855, ""Healthcare"": 0.2857142857142857}, ""colors"": {""primary"": ""#eeeeee"", ""secondary"": ""#555555""}}",2026-02-04T15:29:04Z
https://bestofosoyoos.com/,"WordPress, Magento","Media, E-commerce, Blog","osoyoos, home, best, keep, date, newsletter, latest, greatest, deals, news","[""WordPress"", ""Magento""]","[""Media"", ""E-commerce"", ""Blog"", ""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""osoyoos"": 1.0, ""home"": 0.6, ""best"": 0.6, ""keep"": 0.6, ""date"": 0.6, ""newsletter"": 0.6, ""latest"": 0.6, ""greatest"": 0.6, ""deals"": 0.6, ""news"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Media"": 1.0, ""E-commerce"": 0.5, ""Blog"": 0.5, ""Technology"": 0.5}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:29:10Z
https://confidenceincolour.com/,"WordPress, Magento","Technology, Portfolio, E-commerce","colour, confidence, wardrobe, pilar, style, feel, best, always, colours, find","[""WordPress"", ""Magento""]","[""Technology"", ""Portfolio"", ""E-commerce""]","{""primary"": ""#e4e4e4"", ""secondary"": ""#7f7d7d""}","{""colour"": 1.0, ""confidence"": 0.76, ""wardrobe"": 0.68, ""pilar"": 0.68, ""style"": 0.6, ""feel"": 0.6, ""best"": 0.52, ""always"": 0.52, ""colours"": 0.52, ""find"": 0.44}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Technology"": 1.0, ""Portfolio"": 0.3, ""E-commerce"": 0.2}, ""colors"": {""primary"": ""#e4e4e4"", ""secondary"": ""#7f7d7d""}}",2026-02-04T15:29:15Z
https://hervonproperties.com/,WordPress,Unknown,"domain, hervon, properties, coming, soon, signup, first, know, when, launch","[""WordPress""]",[],"{""primary"": ""#adc9ed"", ""secondary"": ""#336ad7""}","{""domain"": 1.0, ""hervon"": 0.6, ""properties"": 0.6, ""coming"": 0.6, ""soon"": 0.6, ""signup"": 0.6, ""first"": 0.6, ""know"": 0.6, ""when"": 0.6, ""launch"": 0.6}","{""platform_scores"": {""WordPress"": 1.0}, ""industry_scores"": {}, ""colors"": {""primary"": ""#adc9ed"", ""secondary"": ""#336ad7""}}",2026-02-04T15:29:23Z
https://darpaimpianti.com/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:29:25Z
https://synconbau.de/,"WordPress, Magento",Technology,"bieten, ihre, umfassende, bauprojekte, experten, erfolgreiche, dienstleistungen, planung, fertigstellung, syncon","[""WordPress"", ""Magento""]","[""Technology""]","{""primary"": ""#1bb0ce"", ""secondary"": ""#d51428""}","{""bieten"": 1.0, ""ihre"": 0.68, ""umfassende"": 0.68, ""bauprojekte"": 0.52, ""experten"": 0.52, ""erfolgreiche"": 0.52, ""dienstleistungen"": 0.52, ""planung"": 0.52, ""fertigstellung"": 0.52, ""syncon"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Technology"": 1.0}, ""colors"": {""primary"": ""#1bb0ce"", ""secondary"": ""#d51428""}}",2026-02-04T15:29:30Z
https://fitmindfit.me/,"WordPress, Magento","Technology, Fitness, Education","life, mind, best, training, goals, live, personal, strongly, dreams, lifestyle","[""WordPress"", ""Magento""]","[""Technology"", ""Fitness"", ""Education"", ""Healthcare""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""life"": 1.0, ""mind"": 0.7, ""best"": 0.6, ""training"": 0.6, ""goals"": 0.6, ""live"": 0.5, ""personal"": 0.5, ""strongly"": 0.5, ""dreams"": 0.5, ""lifestyle"": 0.5}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Technology"": 1.0, ""Fitness"": 0.5294117647058824, ""Education"": 0.23529411764705882, ""Healthcare"": 0.23529411764705882}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:29:33Z
https://arkhive.africa/,"Magento, Laravel","Agency, Technology, Portfolio","compliant, secure, pdpa, document, arkhive, records, services, africa, retrieval, turn","[""Magento"", ""Laravel""]","[""Agency"", ""Technology"", ""Portfolio"", ""Finance""]","{""primary"": ""#ffffff"", ""secondary"": ""#4db5f1""}","{""compliant"": 1.0, ""secure"": 0.89, ""pdpa"": 0.89, ""document"": 0.77, ""arkhive"": 0.66, ""records"": 0.66, ""services"": 0.66, ""africa"": 0.54, ""retrieval"": 0.54, ""turn"": 0.54}","{""platform_scores"": {""Magento"": 0.5, ""Laravel"": 0.5}, ""industry_scores"": {""Agency"": 1.0, ""Technology"": 0.3333333333333333, ""Portfolio"": 0.16666666666666666, ""Finance"": 0.16666666666666666}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#4db5f1""}}",2026-02-04T15:29:36Z
https://glowlabbeauty.com/,"Shopify, Magento","Agency, Travel, E-commerce","glow, beauty, services, booking, queen, found, shipping, rate, address, click","[""Shopify"", ""Magento""]","[""Agency"", ""Travel"", ""E-commerce"", ""Blog""]","{""primary"": ""#ffffff"", ""secondary"": ""#ee2761""}","{""glow"": 1.0, ""beauty"": 0.73, ""services"": 0.73, ""booking"": 0.73, ""queen"": 0.73, ""found"": 0.47, ""shipping"": 0.47, ""rate"": 0.47, ""address"": 0.47, ""click"": 0.47}","{""platform_scores"": {""Shopify"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Agency"": 1.0, ""Travel"": 1.0, ""E-commerce"": 0.5, ""Blog"": 0.5}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#ee2761""}}",2026-02-04T15:29:38Z
https://www.greenlitpitch.nl/,"WordPress, Magento",Technology,"greenlit, makers, netwerk, scenarioschrijvers, zijn, krijgen, persoonlijke, begeleiding, nederlandse, idee","[""WordPress"", ""Magento""]","[""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""greenlit"": 1.0, ""makers"": 0.84, ""netwerk"": 0.68, ""scenarioschrijvers"": 0.68, ""zijn"": 0.68, ""krijgen"": 0.68, ""persoonlijke"": 0.68, ""begeleiding"": 0.68, ""nederlandse"": 0.68, ""idee"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Technology"": 1.0}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:29:45Z
https://cherokeemtnfit.com/,"WordPress, Magento","Fitness, Technology, Healthcare","fitness, coach, personal, nutrition, simple, what, habits, work, healthy, learn","[""WordPress"", ""Magento""]","[""Fitness"", ""Technology"", ""Healthcare"", ""Portfolio""]","{""primary"": ""#ed1c24"", ""secondary"": ""#000000""}","{""fitness"": 1.0, ""coach"": 0.57, ""personal"": 0.51, ""nutrition"": 0.51, ""simple"": 0.45, ""what"": 0.45, ""habits"": 0.38, ""work"": 0.38, ""healthy"": 0.38, ""learn"": 0.38}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Fitness"": 1.0, ""Technology"": 0.7333333333333333, ""Healthcare"": 0.3333333333333333, ""Portfolio"": 0.2}, ""colors"": {""primary"": ""#ed1c24"", ""secondary"": ""#000000""}}",2026-02-04T15:29:49Z
https://townshipsfoundation.org/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:30:05Z
https://pricelesstravelevents.com/,"WordPress, Magento","Travel, Technology, E-commerce","travel, event, take, priceless, events, shop, support, believe, wanted, wedding","[""WordPress"", ""Magento""]","[""Travel"", ""Technology"", ""E-commerce"", ""Healthcare""]","{""primary"": ""#ffffff"", ""secondary"": ""#f5ab42""}","{""travel"": 1.0, ""event"": 1.0, ""take"": 1.0, ""priceless"": 0.6, ""events"": 0.6, ""shop"": 0.6, ""support"": 0.6, ""believe"": 0.6, ""wanted"": 0.6, ""wedding"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Travel"": 1.0, ""Technology"": 1.0, ""E-commerce"": 0.5, ""Healthcare"": 0.5}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#f5ab42""}}",2026-02-04T15:30:07Z
https://stayadorn.com/,Magento,"Travel, Technology, SaaS","neighborhoods, travel, like, home, offer, stay, business, here, find, perfect","[""Magento""]","[""Travel"", ""Technology"", ""SaaS"", ""Portfolio"", ""E-commerce""]","{""primary"": ""#272725"", ""secondary"": ""#ffff00""}","{""neighborhoods"": 1.0, ""travel"": 1.0, ""like"": 1.0, ""home"": 0.8, ""offer"": 0.8, ""stay"": 0.8, ""business"": 0.8, ""here"": 0.8, ""find"": 0.6, ""perfect"": 0.6}","{""platform_scores"": {""Magento"": 0.5}, ""industry_scores"": {""Travel"": 1.0, ""Technology"": 1.0, ""SaaS"": 0.6666666666666666, ""Portfolio"": 0.5, ""E-commerce"": 0.16666666666666666}, ""colors"": {""primary"": ""#272725"", ""secondary"": ""#ffff00""}}",2026-02-04T15:30:08Z
https://mushrooms.market/,"WordPress, Magento",E-commerce,"cart, mushroom, mushrooms, market, shop, gummies, edibles, capsules, more, free","[""WordPress"", ""Magento""]","[""E-commerce""]","{""primary"": ""#cccccc"", ""secondary"": ""#000000""}","{""cart"": 1.0, ""mushroom"": 0.38, ""mushrooms"": 0.32, ""market"": 0.32, ""shop"": 0.32, ""gummies"": 0.32, ""edibles"": 0.32, ""capsules"": 0.32, ""more"": 0.32, ""free"": 0.32}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""E-commerce"": 1.0}, ""colors"": {""primary"": ""#cccccc"", ""secondary"": ""#000000""}}",2026-02-04T15:30:10Z
https://katieaustin.tv/,Magento,"Fitness, Technology, Portfolio","katie, choose, simple, meal, move, life, austin, daily, delicious, routine","[""Magento""]","[""Fitness"", ""Technology"", ""Portfolio"", ""Healthcare"", ""SaaS""]","{""primary"": null, ""secondary"": null}","{""katie"": 1.0, ""choose"": 1.0, ""simple"": 0.87, ""meal"": 0.87, ""move"": 0.87, ""life"": 0.87, ""austin"": 0.73, ""daily"": 0.73, ""delicious"": 0.73, ""routine"": 0.73}","{""platform_scores"": {""Magento"": 1.0}, ""industry_scores"": {""Fitness"": 1.0, ""Technology"": 0.6666666666666666, ""Portfolio"": 0.5, ""Healthcare"": 0.5, ""SaaS"": 0.3333333333333333}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:30:15Z
https://www.excelintrading.com/,"WordPress, Magento","Finance, Marketplace, Technology","trading, algorithmic, more, excel, system, financial, strategy, market, skilled, time","[""WordPress"", ""Magento""]","[""Finance"", ""Marketplace"", ""Technology""]","{""primary"": ""#ffffff"", ""secondary"": ""#32373c""}","{""trading"": 1.0, ""algorithmic"": 0.6, ""more"": 0.38, ""excel"": 0.35, ""system"": 0.35, ""financial"": 0.35, ""strategy"": 0.31, ""market"": 0.31, ""skilled"": 0.31, ""time"": 0.31}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.5}, ""industry_scores"": {""Finance"": 1.0, ""Marketplace"": 0.25, ""Technology"": 0.20833333333333334}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#32373c""}}",2026-02-04T15:30:18Z
https://drzottmann-onlinecoaching.com/,"WordPress, Magento, React","Technology, SaaS, E-commerce","coaching, hypnose, hypno, therapie, sich, online, emdr, programm, wake, workshops","[""WordPress"", ""Magento"", ""React""]","[""Technology"", ""SaaS"", ""E-commerce"", ""Portfolio""]","{""primary"": ""#c72f46"", ""secondary"": ""#000000""}","{""coaching"": 1.0, ""hypnose"": 1.0, ""hypno"": 0.87, ""therapie"": 0.87, ""sich"": 0.73, ""online"": 0.6, ""emdr"": 0.6, ""programm"": 0.6, ""wake"": 0.47, ""workshops"": 0.47}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.7142857142857142, ""React"": 0.3571428571428571}, ""industry_scores"": {""Technology"": 1.0, ""SaaS"": 0.5555555555555556, ""E-commerce"": 0.2222222222222222, ""Portfolio"": 0.2222222222222222}, ""colors"": {""primary"": ""#c72f46"", ""secondary"": ""#000000""}}",2026-02-04T15:30:20Z
https://armygymnastics.com/,"WordPress, Magento","Fitness, Healthcare","fitness, standard, free, elite, month, premium, year, home, armygymnastics, health","[""WordPress"", ""Magento""]","[""Fitness"", ""Healthcare""]","{""primary"": ""#ffffff"", ""secondary"": ""#555d66""}","{""fitness"": 1.0, ""standard"": 1.0, ""free"": 1.0, ""elite"": 1.0, ""month"": 1.0, ""premium"": 1.0, ""year"": 1.0, ""home"": 0.6, ""armygymnastics"": 0.6, ""health"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""Fitness"": 1.0, ""Healthcare"": 0.6666666666666666}, ""colors"": {""primary"": ""#ffffff"", ""secondary"": ""#555d66""}}",2026-02-04T15:30:25Z
https://www.sigmawraps.com/,"WordPress, Magento","E-commerce, Portfolio, Marketing","wraps, texas, sigmagrafix, vehicle, stand, advertising, quality, auto, company, customer","[""WordPress"", ""Magento""]","[""E-commerce"", ""Portfolio"", ""Marketing""]","{""primary"": ""#000000"", ""secondary"": ""#abb8c3""}","{""wraps"": 1.0, ""texas"": 1.0, ""sigmagrafix"": 1.0, ""vehicle"": 0.84, ""stand"": 0.52, ""advertising"": 0.52, ""quality"": 0.52, ""auto"": 0.52, ""company"": 0.52, ""customer"": 0.52}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.8333333333333333}, ""industry_scores"": {""E-commerce"": 1.0, ""Portfolio"": 1.0, ""Marketing"": 1.0}, ""colors"": {""primary"": ""#000000"", ""secondary"": ""#abb8c3""}}",2026-02-04T15:30:29Z
https://advantagebuildingconsulting.com/,"WordPress, Magento, React","Agency, Finance, Real Estate","roof, building, consulting, insurance, after, storms, damage, issues, regular, inspections","[""WordPress"", ""Magento"", ""React""]","[""Agency"", ""Finance"", ""Real Estate""]","{""primary"": ""#0472c0"", ""secondary"": ""#eceff3""}","{""roof"": 1.0, ""building"": 0.8, ""consulting"": 0.8, ""insurance"": 0.8, ""after"": 0.6, ""storms"": 0.6, ""damage"": 0.6, ""issues"": 0.6, ""regular"": 0.6, ""inspections"": 0.6}","{""platform_scores"": {""WordPress"": 1.0, ""Magento"": 0.7142857142857142, ""React"": 0.3571428571428571}, ""industry_scores"": {""Agency"": 1.0, ""Finance"": 0.3333333333333333, ""Real Estate"": 0.3333333333333333}, ""colors"": {""primary"": ""#0472c0"", ""secondary"": ""#eceff3""}}",2026-02-04T15:30:32Z
https://springfieldproperties.ae/,Unknown,Unknown,,[],[],"{""primary"": null, ""secondary"": null}",{},"{""platform_scores"": {}, ""industry_scores"": {}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:30:33Z
https://aleshahowellphotography.com/,Magento,"Agency, Technology, Finance","family, photos, vegas, newborn, photography, most, story, alesha, portraits, experience","[""Magento""]","[""Agency"", ""Technology"", ""Finance""]","{""primary"": null, ""secondary"": null}","{""family"": 1.0, ""photos"": 0.53, ""vegas"": 0.44, ""newborn"": 0.44, ""photography"": 0.44, ""most"": 0.44, ""story"": 0.44, ""alesha"": 0.39, ""portraits"": 0.39, ""experience"": 0.39}","{""platform_scores"": {""Magento"": 0.5}, ""industry_scores"": {""Agency"": 1.0, ""Technology"": 0.6666666666666666, ""Finance"": 0.3333333333333333}, ""colors"": {""primary"": null, ""secondary"": null}}",2026-02-04T15:30:37Z
